date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert,season,cases_last_month,cases_2_months_ago,rainfall_last_month,district_encoded,season_encoded
2023-04-01,2023,4,April,Madurai,45.18,33.07,8.03,12.26,10.06,5.97,1130.81,3610691,23,59,9,5,96,0,Summer,74.0,112.0,30.17,3,2
2023-05-01,2023,5,May,Madurai,44.23,26.79,8.25,5.17,102.98,4.29,311.51,1517481,16,43,9,7,75,0,Summer,96.0,74.0,45.18,3,2
2023-06-01,2023,6,June,Madurai,93.73,24.27,6.49,10.63,207.0,6.02,730.94,1179447,28,71,17,7,123,0,SW_Monsoon,75.0,96.0,44.23,3,1
2023-07-01,2023,7,July,Madurai,99.76,34.67,7.25,7.29,92.32,4.66,1057.13,1415113,24,58,11,8,101,0,SW_Monsoon,123.0,75.0,93.73,3,1
2023-08-01,2023,8,August,Madurai,103.55,28.65,6.99,18.05,93.77,7.21,770.65,4676426,23,57,9,3,92,0,SW_Monsoon,101.0,123.0,99.76,3,1
2023-09-01,2023,9,September,Madurai,114.7,35.62,7.59,7.84,86.98,4.76,1099.46,2689921,27,87,16,6,136,1,SW_Monsoon,92.0,101.0,103.55,3,1
2023-10-01,2023,10,October,Madurai,339.45,37.2,8.01,31.74,304.91,8.81,275.61,2417160,40,113,22,9,184,1,NE_Monsoon,136.0,92.0,114.7,3,0
2023-11-01,2023,11,November,Madurai,324.02,35.86,6.92,10.0,549.73,6.64,1106.42,1797819,41,120,20,14,195,1,NE_Monsoon,184.0,136.0,339.45,3,0
2023-12-01,2023,12,December,Madurai,172.63,30.58,8.25,23.11,34.83,4.74,207.84,768083,23,75,8,4,110,0,NE_Monsoon,195.0,184.0,324.02,3,0
2024-01-01,2024,1,January,Madurai,21.61,34.66,7.01,15.23,269.45,7.1,1128.66,3422705,25,89,15,9,138,1,Winter,110.0,195.0,172.63,3,3
2024-02-01,2024,2,February,Madurai,31.47,36.57,7.75,2.88,278.59,6.64,591.86,4411147,27,67,16,6,116,0,Winter,138.0,110.0,21.61,3,3
2024-03-01,2024,3,March,Madurai,58.96,31.97,6.8,7.44,166.2,4.37,822.34,3545529,25,78,9,3,115,0,Summer,116.0,138.0,31.47,3,2
2024-04-01,2024,4,April,Madurai,57.81,31.3,8.45,12.31,45.27,6.38,918.33,3011910,17,60,7,7,91,0,Summer,115.0,116.0,58.96,3,2
2024-05-01,2024,5,May,Madurai,52.04,32.44,8.12,12.72,105.56,6.76,1004.75,1160327,24,72,12,7,115,0,Summer,91.0,115.0,57.81,3,2
2024-06-01,2024,6,June,Madurai,84.58,29.64,8.26,1.21,378.58,4.77,1190.09,2795936,25,76,12,8,121,0,SW_Monsoon,115.0,91.0,52.04,3,1
2024-07-01,2024,7,July,Madurai,69.07,24.46,6.33,11.33,115.73,7.11,1192.44,2136675,16,59,16,7,98,0,SW_Monsoon,121.0,115.0,84.58,3,1
2024-08-01,2024,8,August,Madurai,157.44,24.39,8.13,18.34,96.05,8.78,348.18,1706184,24,67,15,5,111,0,SW_Monsoon,98.0,121.0,69.07,3,1
2024-09-01,2024,9,September,Madurai,102.75,28.57,8.13,4.48,180.64,8.52,1045.85,2867108,19,65,16,6,106,0,SW_Monsoon,111.0,98.0,157.44,3,1
2024-10-01,2024,10,October,Madurai,224.38,26.87,7.56,7.26,185.68,8.28,407.08,4132632,27,79,11,8,125,0,NE_Monsoon,106.0,111.0,102.75,3,0
2024-11-01,2024,11,November,Madurai,215.0,25.33,8.1,3.05,406.98,7.87,552.6,2944291,31,92,18,10,151,1,NE_Monsoon,125.0,106.0,224.38,3,0
2024-12-01,2024,12,December,Madurai,170.62,29.95,6.29,5.49,428.71,4.0,616.57,4905813,34,94,19,11,158,1,NE_Monsoon,151.0,125.0,215.0,3,0
2018-01-01,2018,1,January,Nagapattinam,7.87,25.34,7.72,10.64,9.25,4.01,278.82,3043071,16,63,7,6,92,0,Winter,0.0,0.0,0.0,4,3
2018-02-01,2018,2,February,Nagapattinam,52.79,37.08,6.95,2.86,66.34,7.88,1171.48,630509,20,55,8,3,86,0,Winter,92.0,0.0,7.87,4,3
2018-03-01,2018,3,March,Nagapattinam,37.66,24.22,6.8,10.85,8.98,4.42,493.4,4157892,21,72,6,2,101,0,Summer,86.0,92.0,52.79,4,2
2018-04-01,2018,4,April,Nagapattinam,25.04,28.94,7.66,12.22,189.98,4.99,693.99,3181971,28,79,16,3,126,1,Summer,101.0,86.0,37.66,4,2
2018-05-01,2018,5,May,Nagapattinam,41.37,29.73,8.26,3.27,278.74,4.59,214.95,1278639,22,66,11,5,104,0,Summer,126.0,101.0,25.04,4,2
2018-06-01,2018,6,June,Nagapattinam,100.87,35.53,7.77,19.21,342.39,4.42,822.97,4477912,35,96,18,7,156,1,SW_Monsoon,104.0,126.0,41.37,4,1
2018-07-01,2018,7,July,Nagapattinam,65.57,32.04,8.18,12.18,32.98,6.8,532.07,3269861,20,46,14,7,87,0,SW_Monsoon,156.0,104.0,100.87,4,1
2018-08-01,2018,8,August,Nagapattinam,140.6,33.7,6.21,10.95,82.94,8.55,374.58,4381819,23,72,12,8,115,0,SW_Monsoon,87.0,156.0,65.57,4,1
2018-09-01,2018,9,September,Nagapattinam,119.91,25.25,6.33,9.69,302.68,6.77,622.88,1228165,25,75,17,7,124,0,SW_Monsoon,115.0,87.0,140.6,4,1
2018-10-01,2018,10,October,Nagapattinam,268.35,36.48,8.05,7.19,165.72,7.59,284.27,4649658,26,77,19,9,131,1,NE_Monsoon,124.0,115.0,119.91,4,0
2018-11-01,2018,11,November,Nagapattinam,269.95,35.63,6.3,2.3,208.88,4.74,758.38,4171013,34,106,13,10,163,1,NE_Monsoon,131.0,124.0,268.35,4,0
2018-12-01,2018,12,December,Nagapattinam,107.61,28.59,8.29,4.55,339.59,6.26,1138.47,2953611,30,88,11,9,138,1,NE_Monsoon,163.0,131.0,269.95,4,0
2019-01-01,2019,1,January,Nagapattinam,52.84,32.47,7.61,8.89,25.72,6.23,1199.51,4849487,23,54,5,3,85,0,Winter,138.0,163.0,107.61,4,3
2019-02-01,2019,2,February,Nagapattinam,5.17,28.25,6.45,7.99,189.6,8.37,949.22,2480343,24,76,14,7,121,0,Winter,85.0,138.0,52.84,4,3
2019-03-01,2019,3,March,Nagapattinam,12.41,36.79,7.28,9.45,259.87,6.65,553.59,1703049,22,61,19,5,107,0,Summer,121.0,85.0,5.17,4,2
2019-04-01,2019,4,April,Nagapattinam,46.62,33.34,6.74,9.74,159.79,6.42,749.98,4808891,19,49,9,7,84,0,Summer,107.0,121.0,12.41,4,2
2019-05-01,2019,5,May,Nagapattinam,21.71,28.72,7.51,13.44,261.1,7.75,1042.95,4665666,24,79,11,7,121,0,Summer,84.0,107.0,46.62,4,2
2019-06-01,2019,6,June,Nagapattinam,117.95,33.31,7.21,22.93,255.45,5.1,679.22,1422879,30,98,14,11,153,1,SW_Monsoon,121.0,84.0,21.71,4,1
2019-07-01,2019,7,July,Nagapattinam,154.79,30.79,8.28,20.24,61.91,7.54,635.47,1557980,21,51,9,7,88,0,SW_Monsoon,153.0,121.0,117.95,4,1
2019-08-01,2019,8,August,Nagapattinam,151.44,34.52,8.35,8.43,394.52,5.84,253.97,2145589,38,109,14,8,169,1,SW_Monsoon,88.0,153.0,154.79,4,1
2019-09-01,2019,9,September,Nagapattinam,122.46,29.84,7.49,10.99,405.74,7.02,949.24,3936262,39,121,13,8,181,1,SW_Monsoon,169.0,88.0,151.44,4,1
2019-10-01,2019,10,October,Nagapattinam,138.04,36.77,8.25,21.48,376.45,4.03,1184.87,4277343,33,107,16,9,165,1,NE_Monsoon,181.0,169.0,122.46,4,0
2019-11-01,2019,11,November,Nagapattinam,177.8,34.78,8.19,17.38,556.21,4.06,499.59,993406,52,148,24,13,237,1,NE_Monsoon,165.0,181.0,138.04,4,0
2019-12-01,2019,12,December,Nagapattinam,100.24,34.6,8.47,26.22,257.72,8.52,609.85,1359299,32,80,14,6,132,1,NE_Monsoon,237.0,165.0,177.8,4,0
2020-01-01,2020,1,January,Nagapattinam,34.53,34.19,6.48,10.05,196.78,6.26,443.27,2309875,21,50,14,6,91,0,Winter,132.0,237.0,100.24,4,3
2020-02-01,2020,2,February,Nagapattinam,59.47,26.69,6.4,5.92,36.12,6.62,833.03,1202726,9,16,14,2,41,0,Winter,91.0,132.0,34.53,4,3
2020-03-01,2020,3,March,Nagapattinam,24.14,34.07,7.96,7.13,4.73,7.09,263.09,2363613,16,40,8,5,69,0,Summer,41.0,91.0,59.47,4,2
2020-04-01,2020,4,April,Nagapattinam,31.77,37.7,8.42,7.13,74.34,5.51,468.78,4776945,17,44,12,3,76,0,Summer,69.0,41.0,24.14,4,2
2020-05-01,2020,5,May,Nagapattinam,16.62,30.76,6.98,9.03,189.05,7.17,662.49,3043250,25,84,9,3,121,0,Summer,76.0,69.0,31.77,4,2
2020-06-01,2020,6,June,Nagapattinam,70.25,32.58,6.42,18.4,8.61,5.25,1090.67,3518110,22,52,13,8,95,0,SW_Monsoon,121.0,76.0,16.62,4,1
2020-07-01,2020,7,July,Nagapattinam,124.6,30.09,6.66,3.65,184.85,4.62,686.45,1432280,18,53,15,4,90,0,SW_Monsoon,95.0,121.0,70.25,4,1
2020-08-01,2020,8,August,Nagapattinam,88.8,36.81,8.2,9.64,29.89,8.47,1088.19,2776632,19,60,12,7,98,0,SW_Monsoon,90.0,95.0,124.6,4,1
2020-09-01,2020,9,September,Nagapattinam,88.02,24.74,8.03,10.71,96.23,5.16,1101.4,1728386,20,63,8,8,99,0,SW_Monsoon,98.0,90.0,88.8,4,1
2020-10-01,2020,10,October,Nagapattinam,328.87,25.76,7.16,12.07,278.96,6.29,718.89,4487400,31,105,14,10,160,1,NE_Monsoon,99.0,98.0,88.02,4,0
2020-11-01,2020,11,November,Nagapattinam,235.53,33.65,7.28,14.97,249.92,6.05,738.58,2404400,31,82,15,8,136,1,NE_Monsoon,160.0,99.0,328.87,4,0
2020-12-01,2020,12,December,Nagapattinam,312.28,36.25,6.59,5.74,353.02,5.51,218.57,1952847,32,99,17,11,159,1,NE_Monsoon,136.0,160.0,235.53,4,0
2021-01-01,2021,1,January,Nagapattinam,41.7,27.43,7.85,9.89,59.3,8.26,627.4,4967443,20,61,11,6,98,0,Winter,159.0,136.0,312.28,4,3
2021-02-01,2021,2,February,Nagapattinam,39.61,37.66,6.96,2.6,159.71,8.53,984.06,1997212,15,60,8,4,87,0,Winter,98.0,159.0,41.7,4,3
2021-03-01,2021,3,March,Nagapattinam,44.88,37.51,6.8,1.08,152.77,7.53,990.41,2130188,18,59,11,7,95,0,Summer,87.0,98.0,39.61,4,2
2021-04-01,2021,4,April,Nagapattinam,37.4,33.07,7.24,15.52,23.48,5.74,619.07,1670025,23,64,9,4,100,0,Summer,95.0,87.0,44.88,4,2
2021-05-01,2021,5,May,Nagapattinam,19.67,37.54,6.57,12.77,275.57,4.1,899.03,4617472,38,105,12,8,163,1,Summer,100.0,95.0,37.4,4,2
2021-06-01,2021,6,June,Nagapattinam,126.63,27.3,8.26,5.4,89.49,5.36,504.25,3969327,13,36,11,5,65,0,SW_Monsoon,163.0,100.0,19.67,4,1
2021-07-01,2021,7,July,Nagapattinam,64.2,30.6,7.12,8.27,189.56,5.92,632.33,3705060,27,91,17,5,140,1,SW_Monsoon,65.0,163.0,126.63,4,1
2021-08-01,2021,8,August,Nagapattinam,122.37,35.62,7.03,11.01,172.0,5.87,1125.53,3956979,21,72,16,8,117,0,SW_Monsoon,140.0,65.0,64.2,4,1
2021-09-01,2021,9,September,Nagapattinam,76.4,37.38,7.74,2.55,276.18,8.42,777.04,2664725,24,79,13,5,121,0,SW_Monsoon,117.0,140.0,122.37,4,1
2021-10-01,2021,10,October,Nagapattinam,189.77,24.64,8.14,29.3,459.55,4.64,1197.92,3814497,46,135,18,11,210,1,NE_Monsoon,121.0,117.0,76.4,4,0
2021-11-01,2021,11,November,Nagapattinam,101.09,33.03,7.16,10.65,511.11,4.96,589.37,4187975,34,92,18,7,151,1,NE_Monsoon,210.0,121.0,189.77,4,0
2021-12-01,2021,12,December,Nagapattinam,147.7,31.74,6.78,30.65,16.03,5.0,442.31,522873,28,82,11,8,129,1,NE_Monsoon,151.0,210.0,101.09,4,0
2022-01-01,2022,1,January,Nagapattinam,20.96,32.59,7.01,5.87,10.62,4.73,1117.08,1490221,12,45,9,2,68,0,Winter,129.0,151.0,147.7,4,3
2022-02-01,2022,2,February,Nagapattinam,36.11,25.99,7.82,14.56,121.69,6.44,1127.42,976015,21,67,14,3,105,0,Winter,68.0,129.0,20.96,4,3
2022-03-01,2022,3,March,Nagapattinam,28.95,25.01,8.01,6.53,28.1,7.17,1080.13,4944279,10,25,4,1,40,0,Summer,105.0,68.0,36.11,4,2
2022-04-01,2022,4,April,Nagapattinam,23.17,30.27,7.0,5.94,226.26,4.62,1170.6,1548581,28,70,10,8,116,0,Summer,40.0,105.0,28.95,4,2
2022-05-01,2022,5,May,Nagapattinam,7.92,27.4,8.03,1.55,239.42,7.29,634.42,3634122,20,61,11,7,99,0,Summer,116.0,40.0,23.17,4,2
2022-06-01,2022,6,June,Nagapattinam,90.95,31.97,6.77,12.53,339.92,6.35,1148.98,4829266,32,86,18,5,141,1,SW_Monsoon,99.0,116.0,7.92,4,1
2022-07-01,2022,7,July,Nagapattinam,156.92,32.52,7.12,15.91,166.07,8.09,767.84,4601162,30,88,15,7,140,1,SW_Monsoon,141.0,99.0,90.95,4,1
2022-08-01,2022,8,August,Nagapattinam,155.03,25.01,6.88,5.61,232.61,5.91,357.27,1246403,22,57,14,6,99,0,SW_Monsoon,140.0,141.0,156.92,4,1
2022-09-01,2022,9,September,Nagapattinam,120.1,28.58,8.0,20.36,135.92,8.19,303.58,2246659,29,84,10,9,132,1,SW_Monsoon,99.0,140.0,155.03,4,1
2022-10-01,2022,10,October,Nagapattinam,190.8,28.02,7.35,15.46,192.88,7.47,959.56,1360513,28,74,17,9,128,1,NE_Monsoon,132.0,99.0,120.1,4,0
2022-11-01,2022,11,November,Nagapattinam,219.0,37.91,7.88,30.56,467.58,8.51,1014.42,1250561,41,132,23,9,205,1,NE_Monsoon,128.0,132.0,190.8,4,0
2022-12-01,2022,12,December,Nagapattinam,142.05,29.94,7.26,2.22,9.41,6.6,896.03,3662103,10,24,7,3,44,0,NE_Monsoon,205.0,128.0,219.0,4,0
2023-01-01,2023,1,January,Nagapattinam,28.98,32.72,8.13,11.18,58.34,6.31,1110.35,2944661,21,63,9,2,95,0,Winter,44.0,205.0,142.05,4,3
2023-02-01,2023,2,February,Nagapattinam,18.83,33.73,7.97,4.52,13.85,8.24,209.96,932331,19,60,13,3,95,0,Winter,95.0,44.0,28.98,4,3
2023-03-01,2023,3,March,Nagapattinam,5.5,27.3,6.52,10.1,46.63,6.64,790.12,3359453,11,41,13,2,67,0,Summer,95.0,95.0,18.83,4,2
2023-04-01,2023,4,April,Nagapattinam,22.49,35.15,7.19,7.69,143.61,7.57,473.5,2619990,18,52,15,3,88,0,Summer,67.0,95.0,5.5,4,2
2023-05-01,2023,5,May,Nagapattinam,32.18,32.68,7.45,12.04,197.66,6.67,878.9,2702149,20,75,9,6,110,0,Summer,88.0,67.0,22.49,4,2
2023-06-01,2023,6,June,Nagapattinam,118.26,24.99,8.25,1.9,314.33,7.79,1153.11,3870725,20,54,11,5,90,0,SW_Monsoon,110.0,88.0,32.18,4,1
2023-07-01,2023,7,July,Nagapattinam,116.27,30.71,6.44,15.16,309.94,7.84,1105.37,3003934,35,96,16,7,154,1,SW_Monsoon,90.0,110.0,118.26,4,1
2023-08-01,2023,8,August,Nagapattinam,75.93,30.1,7.12,14.33,245.02,7.75,709.89,4988109,35,105,13,6,159,1,SW_Monsoon,154.0,90.0,116.27,4,1
2023-09-01,2023,9,September,Nagapattinam,79.04,37.17,7.4,23.94,220.42,6.72,591.84,2455599,32,92,16,6,146,1,SW_Monsoon,159.0,154.0,75.93,4,1
2023-10-01,2023,10,October,Nagapattinam,188.57,36.68,8.27,31.29,505.03,4.64,1023.72,2935142,48,140,21,13,222,1,NE_Monsoon,146.0,159.0,79.04,4,0
2023-11-01,2023,11,November,Nagapattinam,219.29,26.25,6.94,8.44,491.59,6.41,763.09,4540098,41,109,19,10,179,1,NE_Monsoon,222.0,146.0,188.57,4,0
2023-12-01,2023,12,December,Nagapattinam,145.97,33.52,6.33,18.74,117.95,8.74,535.54,4805457,20,56,14,9,99,0,NE_Monsoon,179.0,222.0,219.29,4,0
2024-01-01,2024,1,January,Nagapattinam,52.78,31.51,7.93,2.93,97.52,5.95,711.3,4428408,18,65,13,5,101,0,Winter,99.0,179.0,145.97,4,3
2024-02-01,2024,2,February,Nagapattinam,57.93,33.15,8.13,8.78,58.33,6.62,755.08,1659935,17,38,9,5,69,0,Winter,101.0,99.0,52.78,4,3
2024-03-01,2024,3,March,Nagapattinam,43.15,37.05,7.85,12.42,47.01,6.1,685.06,2363096,27,86,8,8,129,1,Summer,69.0,101.0,57.93,4,2
2024-04-01,2024,4,April,Nagapattinam,54.03,35.87,8.48,11.13,262.27,8.13,1044.43,3859494,25,87,13,6,131,1,Summer,129.0,69.0,43.15,4,2
2024-05-01,2024,5,May,Nagapattinam,20.11,34.23,8.11,11.67,204.47,6.56,912.12,3987258,26,85,14,4,129,1,Summer,131.0,129.0,54.03,4,2
2024-06-01,2024,6,June,Nagapattinam,101.35,30.46,6.79,17.79,30.89,5.11,948.56,648306,26,68,13,8,115,0,SW_Monsoon,129.0,131.0,20.11,4,1
2024-07-01,2024,7,July,Nagapattinam,107.59,37.36,6.77,17.88,184.57,5.49,655.92,4340624,33,109,15,8,165,1,SW_Monsoon,115.0,129.0,101.35,4,1
2024-08-01,2024,8,August,Nagapattinam,66.83,37.37,6.64,21.33,339.98,8.84,677.89,4085435,28,93,16,7,144,1,SW_Monsoon,165.0,115.0,107.59,4,1
2024-09-01,2024,9,September,Nagapattinam,64.98,27.69,6.35,9.61,349.77,5.63,927.83,1187055,26,88,18,10,142,1,SW_Monsoon,144.0,165.0,66.83,4,1
2024-10-01,2024,10,October,Nagapattinam,134.06,36.57,6.76,12.34,532.1,6.89,565.77,2146673,38,105,19,9,171,1,NE_Monsoon,142.0,144.0,64.98,4,0
2024-11-01,2024,11,November,Nagapattinam,166.96,35.92,6.58,23.83,293.69,8.9,752.83,3948196,36,100,14,6,156,1,NE_Monsoon,171.0,142.0,134.06,4,0
2024-12-01,2024,12,December,Nagapattinam,314.14,30.75,8.0,6.01,275.56,5.97,811.32,2525321,34,113,18,7,172,1,NE_Monsoon,156.0,171.0,166.96,4,0
2018-01-01,2018,1,January,Ramanathapuram,6.02,35.65,6.6,8.64,73.22,7.61,521.35,4560828,12,52,15,6,85,0,Winter,0.0,0.0,0.0,5,3
2018-02-01,2018,2,February,Ramanathapuram,20.58,30.98,6.3,3.63,261.67,8.88,939.75,1560528,26,78,8,8,120,0,Winter,85.0,0.0,6.02,5,3
2018-03-01,2018,3,March,Ramanathapuram,24.45,30.75,7.57,7.98,195.53,6.17,402.27,4980349,18,52,17,8,95,0,Summer,120.0,85.0,20.58,5,2
2018-04-01,2018,4,April,Ramanathapuram,57.75,31.03,8.31,11.54,202.28,4.43,419.99,4804979,30,95,16,8,149,1,Summer,95.0,120.0,24.45,5,2
2018-05-01,2018,5,May,Ramanathapuram,25.73,33.9,7.74,3.78,188.01,5.26,218.56,1626805,21,63,16,4,104,0,Summer,149.0,95.0,57.75,5,2
2018-06-01,2018,6,June,Ramanathapuram,66.39,26.32,6.89,13.5,326.17,5.61,556.38,1752002,31,98,13,9,151,1,SW_Monsoon,104.0,149.0,25.73,5,1
2018-07-01,2018,7,July,Ramanathapuram,132.22,34.11,7.73,4.27,171.36,4.53,1016.62,4259257,21,56,16,9,102,0,SW_Monsoon,151.0,104.0,66.39,5,1
2018-08-01,2018,8,August,Ramanathapuram,112.43,27.21,6.48,9.49,107.28,6.53,1166.41,3655694,20,66,10,4,100,0,SW_Monsoon,102.0,151.0,132.22,5,1
2018-09-01,2018,9,September,Ramanathapuram,100.17,35.19,7.4,13.74,40.81,4.66,877.0,1905313,18,68,15,8,109,0,SW_Monsoon,100.0,102.0,112.43,5,1
2018-10-01,2018,10,October,Ramanathapuram,256.46,35.11,6.85,18.53,396.89,4.67,1014.07,3252447,39,115,23,7,184,1,NE_Monsoon,109.0,100.0,100.17,5,0
2018-11-01,2018,11,November,Ramanathapuram,208.11,35.43,6.65,7.83,361.63,8.23,672.2,2180913,30,80,14,7,131,1,NE_Monsoon,184.0,109.0,256.46,5,0
2018-12-01,2018,12,December,Ramanathapuram,284.9,27.47,8.12,13.92,538.72,4.41,635.84,2958547,38,119,18,11,186,1,NE_Monsoon,131.0,184.0,208.11,5,0
2019-01-01,2019,1,January,Ramanathapuram,46.58,33.03,6.74,11.92,71.93,4.88,890.67,4753618,24,57,14,3,98,0,Winter,186.0,131.0,284.9,5,3
2019-02-01,2019,2,February,Ramanathapuram,32.2,25.85,8.4,12.97,187.03,6.69,992.17,3148323,22,59,14,7,102,0,Winter,98.0,186.0,46.58,5,3
2019-03-01,2019,3,March,Ramanathapuram,51.32,27.22,6.21,10.7,56.69,8.45,1059.05,2885835,21,54,6,5,86,0,Summer,102.0,98.0,32.2,5,2
2019-04-01,2019,4,April,Ramanathapuram,20.12,34.04,7.57,5.74,7.1,7.75,414.75,2601794,10,23,7,4,44,0,Summer,86.0,102.0,51.32,5,2
2019-05-01,2019,5,May,Ramanathapuram,19.08,24.45,6.88,9.69,117.84,8.85,256.08,4101627,18,52,15,6,91,0,Summer,44.0,86.0,20.12,5,2
2019-06-01,2019,6,June,Ramanathapuram,126.17,28.35,6.94,8.94,285.67,4.29,1129.12,2484030,30,98,13,8,149,1,SW_Monsoon,91.0,44.0,19.08,5,1
2019-07-01,2019,7,July,Ramanathapuram,63.26,37.24,8.33,4.91,171.25,8.16,861.0,1600620,21,49,17,5,92,0,SW_Monsoon,149.0,91.0,126.17,5,1
2019-08-01,2019,8,August,Ramanathapuram,117.69,33.2,6.65,10.11,397.56,5.23,868.36,3571097,37,112,16,9,174,1,SW_Monsoon,92.0,149.0,63.26,5,1
2019-09-01,2019,9,September,Ramanathapuram,130.43,27.54,7.95,13.99,126.09,6.0,889.89,3393059,24,81,16,7,128,1,SW_Monsoon,174.0,92.0,117.69,5,1
2019-10-01,2019,10,October,Ramanathapuram,300.34,24.98,7.78,6.92,333.98,8.18,955.08,4750994,30,80,17,8,135,1,NE_Monsoon,128.0,174.0,130.43,5,0
2019-11-01,2019,11,November,Ramanathapuram,233.26,25.93,7.56,11.17,29.32,8.74,841.49,975197,23,64,9,4,100,0,NE_Monsoon,135.0,128.0,300.34,5,0
2019-12-01,2019,12,December,Ramanathapuram,268.94,37.44,6.78,28.2,517.48,7.35,1131.27,4215222,48,143,19,13,223,1,NE_Monsoon,100.0,135.0,233.26,5,0
2020-01-01,2020,1,January,Ramanathapuram,43.84,24.48,8.14,7.88,26.17,7.53,689.29,2653766,17,48,9,5,79,0,Winter,223.0,100.0,268.94,5,3
2020-02-01,2020,2,February,Ramanathapuram,56.99,32.52,6.79,14.85,217.09,6.87,895.64,2596958,26,63,15,4,108,0,Winter,79.0,223.0,43.84,5,3
2020-03-01,2020,3,March,Ramanathapuram,22.11,30.87,7.98,3.36,214.9,7.75,739.35,3110948,27,74,10,3,114,0,Summer,108.0,79.0,56.99,5,2
2020-04-01,2020,4,April,Ramanathapuram,56.54,26.34,7.85,12.28,24.91,8.31,1013.11,1358468,12,47,9,6,74,0,Summer,114.0,108.0,22.11,5,2
2020-05-01,2020,5,May,Ramanathapuram,21.54,27.14,7.47,6.23,270.48,8.82,643.72,1211182,22,69,16,9,116,0,Summer,74.0,114.0,56.54,5,2
2020-06-01,2020,6,June,Ramanathapuram,81.69,24.86,6.56,11.27,212.68,5.9,639.97,3217159,22,78,14,4,118,0,SW_Monsoon,116.0,74.0,21.54,5,1
2020-07-01,2020,7,July,Ramanathapuram,155.28,35.12,6.29,8.78,197.63,5.57,900.19,917799,19,46,12,9,86,0,SW_Monsoon,118.0,116.0,81.69,5,1
2020-08-01,2020,8,August,Ramanathapuram,95.3,37.57,6.93,10.55,266.31,4.12,1097.76,4773487,23,57,13,9,102,0,SW_Monsoon,86.0,118.0,155.28,5,1
2020-09-01,2020,9,September,Ramanathapuram,102.34,26.41,8.08,10.39,392.93,8.75,314.83,2990388,34,90,20,6,150,1,SW_Monsoon,102.0,86.0,95.3,5,1
2020-10-01,2020,10,October,Ramanathapuram,325.54,31.12,7.14,27.93,415.76,8.74,1140.12,1016243,45,141,23,9,218,1,NE_Monsoon,150.0,102.0,102.34,5,0
2020-11-01,2020,11,November,Ramanathapuram,296.53,25.7,6.47,7.82,47.2,7.1,347.35,2889490,23,62,11,6,102,0,NE_Monsoon,218.0,150.0,325.54,5,0
2020-12-01,2020,12,December,Ramanathapuram,284.88,30.07,6.75,20.49,99.95,7.78,247.62,1129443,28,82,11,5,126,1,NE_Monsoon,102.0,218.0,296.53,5,0
2021-01-01,2021,1,January,Ramanathapuram,23.1,31.48,6.34,3.97,136.03,4.43,1043.33,1678102,22,60,9,7,98,0,Winter,126.0,102.0,284.88,5,3
2021-02-01,2021,2,February,Ramanathapuram,38.01,37.68,7.68,1.27,202.66,8.53,995.58,4014734,27,86,14,4,131,1,Winter,98.0,126.0,23.1,5,3
2021-03-01,2021,3,March,Ramanathapuram,45.94,35.68,7.01,1.76,174.32,4.94,769.04,4449770,25,74,8,6,113,0,Summer,131.0,98.0,38.01,5,2
2021-04-01,2021,4,April,Ramanathapuram,39.15,35.47,7.95,15.82,2.26,6.19,456.04,3733116,16,54,9,3,82,0,Summer,113.0,131.0,45.94,5,2
2021-05-01,2021,5,May,Ramanathapuram,41.36,24.62,8.12,4.58,121.02,7.34,629.42,3782178,12,48,15,7,82,0,Summer,82.0,113.0,39.15,5,2
2021-06-01,2021,6,June,Ramanathapuram,129.65,27.8,6.88,20.4,4.35,7.18,593.88,1868240,24,69,8,5,106,0,SW_Monsoon,82.0,82.0,41.36,5,1
2021-07-01,2021,7,July,Ramanathapuram,111.02,31.41,8.22,11.74,117.37,5.15,1074.25,874994,22,61,11,7,101,0,SW_Monsoon,106.0,82.0,129.65,5,1
2021-08-01,2021,8,August,Ramanathapuram,94.81,28.85,7.57,23.34,412.89,6.9,201.09,1642142,36,114,22,11,183,1,SW_Monsoon,101.0,106.0,111.02,5,1
2021-09-01,2021,9,September,Ramanathapuram,63.4,35.5,7.46,8.91,105.37,6.97,408.05,4972245,24,71,16,6,117,0,SW_Monsoon,183.0,101.0,94.81,5,1
2021-10-01,2021,10,October,Ramanathapuram,266.09,27.44,8.19,14.86,24.76,5.22,965.55,3824145,16,47,10,8,81,0,NE_Monsoon,117.0,183.0,63.4,5,0
2021-11-01,2021,11,November,Ramanathapuram,258.43,27.11,6.32,20.3,26.54,7.06,425.58,2042708,23,74,9,7,113,0,NE_Monsoon,81.0,117.0,266.09,5,0
2021-12-01,2021,12,December,Ramanathapuram,102.8,30.41,6.5,21.8,119.87,6.16,397.67,4017937,23,78,18,4,123,0,NE_Monsoon,113.0,81.0,258.43,5,0
2022-01-01,2022,1,January,Ramanathapuram,12.83,33.92,6.36,2.44,142.49,6.32,1151.58,2232968,15,51,10,5,81,0,Winter,123.0,113.0,102.8,5,3
2022-02-01,2022,2,February,Ramanathapuram,57.09,32.44,7.53,4.32,13.08,8.73,513.74,2633520,15,34,5,7,61,0,Winter,81.0,123.0,12.83,5,3
