date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert
2018-07-01,2018,7,July,Coimbatore,137.94,26.97,6.47,27.4,326.6,4.07,1002.98,1896102,62,228,37,23,350,1
2018-08-01,2018,8,August,Coimbatore,194.3,34.56,7.22,19.78,455.61,4.97,647.2,2340277,83,290,47,27,447,1
2018-09-01,2018,9,September,Coimbatore,145.65,25.22,7.07,14.2,25.88,5.37,1155.65,2680139,33,129,23,12,197,1
2018-10-01,2018,10,October,Coimbatore,363.23,25.62,7.82,23.56,746.24,6.54,820.24,3911097,113,417,57,30,617,1
2018-11-01,2018,11,November,Coimbatore,384.52,36.85,8.24,28.82,727.44,4.35,534.79,4278271,134,475,69,33,711,1
2018-12-01,2018,12,December,Coimbatore,322.2,31.73,6.76,20.2,870.97,7.29,764.4,2966511,133,494,71,35,733,1
2019-01-01,2019,1,January,Coimbatore,24.29,30.57,8.04,5.32,54.93,8.42,542.93,1687030,39,161,18,9,227,1
2019-02-01,2019,2,February,Coimbatore,13.9,32.54,6.75,10.28,40.29,4.74,497.98,3377668,38,160,26,7,231,1
2019-03-01,2019,3,March,Coimbatore,34.0,25.56,7.51,14.96,357.35,5.2,643.77,4260713,54,198,35,19,306,1
2019-04-01,2019,4,April,Coimbatore,51.96,26.82,8.25,3.76,1.92,6.51,783.13,4109134,29,113,25,11,178,1
2019-05-01,2019,5,May,Coimbatore,25.16,36.22,6.4,12.7,345.71,5.31,824.24,3794900,51,187,35,16,289,1
2019-06-01,2019,6,June,Coimbatore,115.91,30.03,6.92,23.92,517.6,8.16,1185.77,1653891,92,335,46,26,499,1
2019-07-01,2019,7,July,Coimbatore,169.38,30.24,6.25,3.25,251.85,6.92,664.2,773541,54,197,38,14,303,1
2019-08-01,2019,8,August,Coimbatore,104.49,28.09,7.92,16.36,140.42,8.84,915.13,944874,52,211,25,14,302,1
2019-09-01,2019,9,September,Coimbatore,195.45,31.5,7.62,22.54,433.38,6.55,628.76,4999367,69,263,47,21,400,1
2019-10-01,2019,10,October,Coimbatore,359.77,31.71,6.55,33.25,540.23,7.66,969.75,3940227,92,323,57,31,503,1
2019-11-01,2019,11,November,Coimbatore,374.35,25.67,6.95,37.04,537.58,5.97,673.44,4931407,97,365,55,29,546,1
2019-12-01,2019,12,December,Coimbatore,171.07,28.99,7.76,13.64,744.91,7.7,989.02,2895406,84,310,59,30,483,1
2020-01-01,2020,1,January,Coimbatore,62.36,35.71,7.82,23.29,369.37,5.53,465.08,4279337,84,316,38,18,456,1
2020-02-01,2020,2,February,Coimbatore,67.51,25.42,8.02,20.48,241.14,4.29,374.59,2196609,51,202,32,14,299,1
2020-03-01,2020,3,March,Coimbatore,60.93,36.92,7.95,15.2,96.01,7.33,823.38,4394142,37,136,34,13,220,1
2020-04-01,2020,4,April,Coimbatore,19.55,34.19,8.07,7.18,387.21,5.93,706.69,2786319,58,224,37,19,338,1
2020-05-01,2020,5,May,Coimbatore,34.29,37.06,8.32,13.06,163.94,7.69,236.71,1185611,49,193,35,17,294,1
2020-06-01,2020,6,June,Coimbatore,146.34,34.37,7.32,3.96,632.1,6.59,814.19,1709725,77,295,45,26,443,1
2020-07-01,2020,7,July,Coimbatore,92.74,35.72,6.75,7.38,328.19,7.84,261.95,3231801,59,207,40,18,324,1
2020-08-01,2020,8,August,Coimbatore,130.99,29.36,7.85,18.38,613.46,5.25,300.56,3435012,71,266,47,27,411,1
2020-09-01,2020,9,September,Coimbatore,148.51,28.65,6.93,4.63,238.42,4.5,966.6,1302009,62,229,34,12,337,1
2020-10-01,2020,10,October,Coimbatore,221.3,32.83,7.25,22.62,682.0,5.41,518.04,3994679,99,353,53,27,532,1
2020-11-01,2020,11,November,Coimbatore,286.83,26.3,6.35,15.51,198.29,6.58,302.37,2231530,55,204,35,19,313,1
2020-12-01,2020,12,December,Coimbatore,323.73,24.15,7.11,38.56,311.27,4.18,946.18,1215295,76,270,51,22,419,1
2021-01-01,2021,1,January,Coimbatore,60.35,27.8,6.93,21.28,238.16,7.35,602.37,1294878,53,205,35,14,307,1
2021-02-01,2021,2,February,Coimbatore,24.63,33.74,8.37,24.89,225.14,5.26,642.83,985287,57,214,34,20,325,1
2021-03-01,2021,3,March,Coimbatore,11.47,24.48,7.23,20.6,442.62,4.43,738.36,897595,71,249,37,21,378,1
2021-04-01,2021,4,April,Coimbatore,41.17,30.83,8.07,3.38,214.32,7.14,415.16,2710920,43,159,34,11,247,1
2021-05-01,2021,5,May,Coimbatore,26.49,28.34,7.12,6.81,101.74,8.77,1118.52,1004655,39,158,21,11,229,1
2021-06-01,2021,6,June,Coimbatore,155.46,32.97,8.16,24.42,352.67,7.27,473.99,4563068,80,297,47,22,446,1
2021-07-01,2021,7,July,Coimbatore,107.65,28.05,7.05,22.01,76.85,8.77,1065.57,4984781,48,193,24,16,281,1
2021-08-01,2021,8,August,Coimbatore,159.77,29.87,7.81,14.11,328.01,4.04,891.72,2730653,63,234,41,18,356,1
2021-09-01,2021,9,September,Coimbatore,141.74,36.0,7.27,12.52,348.5,7.59,643.56,2643167,70,248,37,22,377,1
2021-10-01,2021,10,October,Coimbatore,322.28,36.09,8.49,20.24,100.04,4.15,926.88,4652363,53,206,35,18,312,1
2021-11-01,2021,11,November,Coimbatore,163.65,37.61,7.38,14.37,422.47,8.29,504.9,1208669,72,271,42,24,409,1
2021-12-01,2021,12,December,Coimbatore,200.35,24.13,6.37,18.04,738.49,4.04,656.73,2712292,98,348,61,29,536,1
2022-01-01,2022,1,January,Coimbatore,59.39,31.3,6.49,24.07,317.96,7.83,279.21,1287600,71,277,37,21,406,1
2022-02-01,2022,2,February,Coimbatore,75.51,30.4,6.87,14.49,55.97,7.05,768.43,4697930,42,158,30,15,245,1
2022-03-01,2022,3,March,Coimbatore,72.12,36.52,6.97,15.76,463.45,8.81,708.96,2345733,75,266,47,24,412,1
2022-04-01,2022,4,April,Coimbatore,50.59,27.96,6.84,10.72,499.4,4.27,778.54,2823176,71,260,42,22,395,1
2022-05-01,2022,5,May,Coimbatore,28.12,28.43,6.4,8.28,483.28,8.72,534.88,2825452,66,247,37,19,369,1
2022-06-01,2022,6,June,Coimbatore,193.8,25.28,6.57,31.28,349.4,4.07,457.63,3613534,72,268,42,25,407,1
2022-07-01,2022,7,July,Coimbatore,184.06,37.38,6.74,28.84,63.04,4.28,329.22,1729003,65,235,32,16,348,1
2022-08-01,2022,8,August,Coimbatore,92.45,28.14,6.41,22.14,86.66,8.26,1017.19,1215003,47,187,26,16,276,1
2022-09-01,2022,9,September,Coimbatore,175.6,28.73,7.82,7.15,487.89,5.18,343.54,2314630,68,253,48,22,391,1
2022-10-01,2022,10,October,Coimbatore,365.86,25.95,7.51,39.3,524.8,7.59,572.04,3303089,90,323,61,27,501,1
2022-11-01,2022,11,November,Coimbatore,211.0,37.53,8.4,12.5,313.25,8.48,1166.62,842424,69,251,41,23,384,1
2022-12-01,2022,12,December,Coimbatore,218.37,34.31,6.32,3.93,347.66,5.77,515.63,3873195,77,286,43,22,428,1
2023-01-01,2023,1,January,Coimbatore,63.47,31.2,7.99,13.54,320.51,7.93,605.11,3742792,67,260,38,21,386,1
2023-02-01,2023,2,February,Coimbatore,57.38,24.9,7.57,18.75,105.48,8.21,230.35,770001,36,128,28,15,207,1
2023-03-01,2023,3,March,Coimbatore,76.73,25.02,6.66,9.35,310.12,6.72,325.64,3358214,53,190,31,17,291,1
2023-04-01,2023,4,April,Coimbatore,60.57,24.1,7.37,4.34,433.11,8.36,618.35,4950627,57,214,37,17,325,1
2023-05-01,2023,5,May,Coimbatore,28.68,31.08,7.99,21.6,422.43,5.8,887.23,1935367,59,214,38,18,329,1
2023-06-01,2023,6,June,Coimbatore,173.33,27.16,6.6,28.33,288.72,4.69,1062.21,4854489,73,274,41,23,411,1
2023-07-01,2023,7,July,Coimbatore,86.31,25.46,7.51,17.88,297.68,5.98,631.21,4531103,50,198,35,16,299,1
2023-08-01,2023,8,August,Coimbatore,149.52,36.45,7.51,21.01,337.19,4.26,432.86,1028168,60,234,38,19,351,1
2023-09-01,2023,9,September,Coimbatore,133.54,31.76,6.89,15.5,106.31,5.52,821.11,4875717,48,187,33,17,285,1
2023-10-01,2023,10,October,Coimbatore,310.98,35.68,7.53,29.72,412.53,6.64,234.38,1750469,74,288,48,29,439,1
2023-11-01,2023,11,November,Coimbatore,224.13,27.71,7.19,44.96,198.29,4.52,785.04,1621889,84,306,45,20,455,1
2023-12-01,2023,12,December,Coimbatore,377.67,30.1,6.5,33.87,578.79,5.58,821.52,4347593,119,421,57,34,631,1
2024-01-01,2024,1,January,Coimbatore,67.48,37.57,7.24,13.17,286.09,8.66,1058.21,3417369,54,218,34,19,325,1
2024-02-01,2024,2,February,Coimbatore,75.15,24.35,7.8,18.41,418.19,8.87,1175.6,4037498,67,251,45,17,380,1
2024-03-01,2024,3,March,Coimbatore,46.0,31.55,6.79,19.43,375.9,6.94,412.66,1438193,64,233,39,17,353,1
2024-04-01,2024,4,April,Coimbatore,39.88,30.57,8.34,16.39,155.83,6.63,266.06,3441616,49,184,34,15,282,1
2024-05-01,2024,5,May,Coimbatore,62.47,33.79,6.91,2.37,171.53,7.33,302.53,1355695,41,157,31,16,245,1
2024-06-01,2024,6,June,Coimbatore,139.28,36.17,7.89,16.93,372.29,4.69,1137.66,2077415,63,226,42,22,353,1
2024-07-01,2024,7,July,Coimbatore,110.51,32.83,6.26,23.79,334.12,7.03,831.88,2658344,63,229,41,21,354,1
2024-08-01,2024,8,August,Coimbatore,102.59,26.58,6.33,19.64,546.23,4.09,249.0,2667461,70,245,50,21,386,1
2024-09-01,2024,9,September,Coimbatore,114.09,37.93,8.42,15.05,169.26,8.19,915.62,2800457,46,169,39,14,268,1
2024-10-01,2024,10,October,Coimbatore,182.46,33.47,8.17,43.39,565.51,4.92,305.65,2007394,106,376,56,28,566,1
2024-11-01,2024,11,November,Coimbatore,167.7,33.25,8.06,30.87,447.51,8.75,499.94,1997850,92,334,52,28,506,1
2024-12-01,2024,12,December,Coimbatore,347.23,34.84,6.7,28.64,43.27,6.42,214.65,3160891,54,204,41,15,314,1
2018-01-01,2018,1,January,Salem,27.74,36.53,7.52,9.42,416.35,6.47,1111.63,1701988,67,244,36,18,365,1
2018-02-01,2018,2,February,Salem,30.64,28.96,7.5,7.06,457.64,5.33,1095.82,647631,69,247,37,20,373,1
2018-03-01,2018,3,March,Salem,41.7,37.24,7.76,8.24,94.15,5.52,293.02,2061014,40,158,22,13,233,1
2018-04-01,2018,4,April,Salem,19.9,25.82,7.68,5.73,48.81,4.83,1123.73,4243185,30,122,22,7,181,1
2018-05-01,2018,5,May,Salem,57.4,33.56,7.65,7.39,19.5,6.28,1090.97,2045288,26,95,20,10,151,1
2018-06-01,2018,6,June,Salem,80.82,30.54,7.78,8.36,85.67,8.44,475.02,4607560,38,150,24,12,224,1
2018-07-01,2018,7,July,Salem,138.71,27.05,6.38,19.19,63.92,6.25,1140.5,4297920,37,137,31,14,219,1
2018-08-01,2018,8,August,Salem,155.98,34.09,6.79,23.74,18.28,5.88,826.75,3669451,53,198,27,13,291,1
2018-09-01,2018,9,September,Salem,184.23,26.44,6.31,19.38,593.19,4.89,207.04,3972696,76,288,45,26,435,1
2018-10-01,2018,10,October,Salem,209.2,25.18,7.97,29.02,889.64,5.72,261.76,3055517,111,399,62,33,605,1
2018-11-01,2018,11,November,Salem,244.58,25.24,6.99,44.2,566.72,6.08,366.54,4860866,110,386,56,27,579,1
2018-12-01,2018,12,December,Salem,314.49,34.18,8.01,12.33,275.31,6.42,263.18,1082314,59,210,41,23,333,1
2019-01-01,2019,1,January,Salem,35.31,31.49,8.49,12.39,408.03,6.16,996.39,2203728,65,230,35,19,349,1
2019-02-01,2019,2,February,Salem,54.1,29.84,6.53,3.25,8.34,8.37,436.47,2944913,33,142,23,7,205,1
2019-03-01,2019,3,March,Salem,21.38,37.44,8.16,21.73,203.39,7.81,343.88,3963894,64,250,32,15,361,1
2019-04-01,2019,4,April,Salem,10.52,29.92,7.85,11.62,366.11,5.17,1013.14,2821945,55,196,41,18,310,1
2019-05-01,2019,5,May,Salem,14.85,32.1,7.57,18.73,14.58,6.71,252.91,4968852,42,153,20,9,224,1
2019-06-01,2019,6,June,Salem,132.98,25.83,6.87,28.41,587.89,4.0,794.14,2864840,91,334,52,29,506,1
2019-07-01,2019,7,July,Salem,109.5,36.81,6.97,31.01,346.49,7.16,742.94,2537398,75,279,48,24,426,1
2019-08-01,2019,8,August,Salem,135.04,26.54,6.9,2.89,304.4,8.27,1133.58,4629977,51,180,38,15,284,1
2019-09-01,2019,9,September,Salem,159.97,28.0,7.55,4.72,627.79,4.87,848.03,2105752,85,297,53,25,460,1
2019-10-01,2019,10,October,Salem,303.62,36.49,6.38,16.1,223.46,8.94,589.39,1319555,77,282,37,22,418,1
2019-11-01,2019,11,November,Salem,160.39,26.9,8.33,17.62,93.27,7.51,499.46,2918853,49,196,27,12,284,1
2019-12-01,2019,12,December,Salem,347.52,32.63,6.3,28.69,278.03,5.84,969.73,2167832,71,257,50,25,403,1
2020-01-01,2020,1,January,Salem,46.42,24.52,6.39,17.14,344.59,5.71,415.61,1767403,61,234,38,20,353,1
2020-02-01,2020,2,February,Salem,20.35,37.17,6.62,14.62,188.5,8.82,473.54,2382226,64,234,33,12,343,1
2020-03-01,2020,3,March,Salem,10.98,31.94,8.34,16.98,411.33,4.07,742.02,2985084,76,271,38,18,403,1
2020-04-01,2020,4,April,Salem,18.79,34.72,6.68,8.76,409.62,6.68,1059.94,1121458,68,262,36,18,384,1
2020-05-01,2020,5,May,Salem,46.29,25.02,7.64,7.08,401.85,8.09,1178.95,3296647,63,243,33,18,357,1
2020-06-01,2020,6,June,Salem,145.55,25.25,7.16,27.92,556.5,4.5,290.72,4695031,79,284,52,24,439,1
2020-07-01,2020,7,July,Salem,81.91,32.63,8.41,29.47,452.89,4.48,474.16,3805640,80,296,43,27,446,1
2020-08-01,2020,8,August,Salem,130.15,24.62,6.87,15.38,76.04,6.27,1053.18,1704656,35,138,28,9,210,1
2020-09-01,2020,9,September,Salem,123.38,29.02,7.42,19.53,517.96,5.7,1005.47,3594973,87,311,43,21,462,1
2020-10-01,2020,10,October,Salem,233.32,30.89,7.52,12.1,714.56,6.43,534.05,2921961,109,407,59,30,605,1
2020-11-01,2020,11,November,Salem,265.17,28.3,6.28,15.76,489.7,6.76,556.56,659472,88,311,42,21,462,1
2020-12-01,2020,12,December,Salem,274.38,27.86,7.88,5.11,597.63,5.19,689.28,4510086,74,263,49,26,412,1
2021-01-01,2021,1,January,Salem,61.94,24.73,8.16,5.76,437.2,5.76,922.68,4219127,62,226,33,21,342,1
2021-02-01,2021,2,February,Salem,44.51,25.15,6.65,23.65,488.24,5.88,1123.29,1667213,72,260,41,22,395,1
2021-03-01,2021,3,March,Salem,61.0,31.39,6.66,3.64,191.69,8.19,1065.29,4683005,47,178,34,14,273,1
2021-04-01,2021,4,April,Salem,24.05,36.32,6.65,8.52,310.28,7.19,899.38,3435973,62,235,41,17,355,1
2021-05-01,2021,5,May,Salem,35.32,25.52,8.21,19.8,84.06,6.56,687.37,893186,47,175,24,13,259,1
2021-06-01,2021,6,June,Salem,166.97,31.07,7.76,7.63,484.66,8.98,865.65,2600923,77,291,43,22,433,1
2021-07-01,2021,7,July,Salem,87.4,30.3,6.67,18.98,422.2,5.51,659.98,683024,66,232,42,23,363,1
2021-08-01,2021,8,August,Salem,81.2,36.35,7.51,11.65,469.99,6.54,699.11,3795453,88,337,39,24,488,1
2021-09-01,2021,9,September,Salem,123.21,25.26,6.79,4.19,65.61,5.0,1199.85,1492206,33,138,19,8,198,1
2021-10-01,2021,10,October,Salem,360.55,26.93,6.37,32.18,362.27,8.6,850.26,2970562,91,345,53,23,512,1
2021-11-01,2021,11,November,Salem,228.89,35.05,7.77,40.19,623.26,5.22,1131.66,2373200,98,349,64,29,540,1
2021-12-01,2021,12,December,Salem,345.14,29.06,7.13,36.76,341.36,4.24,376.44,4043525,90,326,52,28,496,1
2022-01-01,2022,1,January,Salem,44.53,24.06,7.35,10.21,486.04,4.8,554.15,794358,80,286,36,18,420,1
2022-02-01,2022,2,February,Salem,61.04,31.0,7.15,5.06,93.76,4.05,291.43,1350712,36,140,30,9,215,1
2022-03-01,2022,3,March,Salem,38.02,31.7,7.63,16.92,418.15,5.08,320.48,1160501,63,237,46,19,365,1
2022-04-01,2022,4,April,Salem,13.56,36.09,6.98,22.59,470.44,7.35,864.42,3006976,88,330,47,24,489,1
2022-05-01,2022,5,May,Salem,53.54,32.5,8.15,13.99,401.93,6.54,262.44,2562624,63,236,42,17,358,1
2022-06-01,2022,6,June,Salem,90.22,28.24,7.91,31.39,466.62,8.96,898.34,4046434,76,279,49,22,426,1
2022-07-01,2022,7,July,Salem,117.38,34.96,7.22,16.44,505.64,5.91,643.13,1157191,84,305,42,21,452,1
2022-08-01,2022,8,August,Salem,142.91,33.39,6.82,9.96,606.72,7.62,777.19,2160100,73,273,52,27,425,1
2022-09-01,2022,9,September,Salem,145.49,29.03,6.39,7.33,617.98,6.04,666.68,2462160,101,374,46,28,549,1
2022-10-01,2022,10,October,Salem,255.38,25.32,6.49,19.7,686.2,8.5,864.82,3533932,100,360,56,29,545,1
2022-11-01,2022,11,November,Salem,356.31,36.15,7.15,31.95,241.43,9.0,375.33,1998118,66,237,49,25,377,1
2022-12-01,2022,12,December,Salem,392.1,31.57,7.25,42.62,606.25,4.32,665.73,545712,119,444,58,33,654,1
2023-01-01,2023,1,January,Salem,66.06,32.85,7.36,2.44,457.97,7.08,392.69,4440063,77,293,41,21,432,1
2023-02-01,2023,2,February,Salem,50.7,37.27,6.32,3.55,86.84,7.45,845.6,3207430,36,155,27,13,231,1
2023-03-01,2023,3,March,Salem,68.32,29.98,7.69,18.45,316.88,4.7,642.95,4328973,62,239,42,20,363,1
2023-04-01,2023,4,April,Salem,57.89,36.35,6.67,21.96,29.88,8.44,529.07,1077701,48,176,26,11,261,1
2023-05-01,2023,5,May,Salem,24.58,26.87,6.64,4.01,155.5,8.43,974.93,4263302,38,158,31,12,239,1
2023-06-01,2023,6,June,Salem,86.99,27.67,7.2,6.2,615.92,7.83,468.29,4626553,79,286,50,21,436,1
2023-07-01,2023,7,July,Salem,141.82,34.85,7.49,18.54,74.58,4.63,729.53,3770421,46,180,28,16,270,1
2023-08-01,2023,8,August,Salem,151.43,31.55,8.43,16.41,41.34,6.76,1041.1,3744998,37,158,29,15,239,1
2023-09-01,2023,9,September,Salem,152.07,24.87,7.86,8.49,445.38,8.91,891.11,2134461,78,275,39,18,410,1
2023-10-01,2023,10,October,Salem,362.99,28.99,6.8,42.69,653.67,5.1,649.08,1334938,121,424,61,35,641,1
2023-11-01,2023,11,November,Salem,305.5,31.56,7.92,33.23,566.89,5.8,605.81,4480527,117,415,51,27,610,1
2023-12-01,2023,12,December,Salem,300.95,28.18,7.14,11.2,869.42,4.65,571.84,2425656,100,366,63,30,559,1
2024-01-01,2024,1,January,Salem,78.84,35.78,6.28,16.8,143.38,6.8,479.35,1591014,51,207,28,18,304,1
2024-02-01,2024,2,February,Salem,78.65,26.18,6.72,6.08,396.27,4.93,266.66,2707312,68,256,38,20,382,1
2024-03-01,2024,3,March,Salem,35.16,36.02,6.73,3.77,163.05,5.1,1125.29,3846386,50,185,30,11,276,1
2024-04-01,2024,4,April,Salem,52.49,26.64,8.05,24.22,134.3,6.47,286.12,2831774,48,185,35,14,282,1
2024-05-01,2024,5,May,Salem,62.52,28.44,7.31,8.07,129.35,4.13,485.21,1365718,33,119,31,13,196,1
2024-06-01,2024,6,June,Salem,151.24,32.51,7.13,22.41,123.46,8.09,316.69,1907576,55,211,28,18,312,1
2024-07-01,2024,7,July,Salem,100.33,32.92,8.44,27.06,39.01,5.88,1125.58,4148984,42,161,30,14,247,1
2024-08-01,2024,8,August,Salem,140.22,30.13,6.98,23.73,186.54,5.25,556.25,4283831,55,208,32,20,315,1
2024-09-01,2024,9,September,Salem,94.1,27.53,8.32,19.45,346.76,6.98,566.03,2503146,59,215,43,18,335,1
2024-10-01,2024,10,October,Salem,354.65,36.59,8.0,10.24,78.07,7.03,257.09,4584032,46,169,35,13,263,1
2024-11-01,2024,11,November,Salem,242.82,31.02,7.87,6.69,365.73,6.43,740.83,505435,78,284,40,19,421,1
2024-12-01,2024,12,December,Salem,236.41,34.41,7.21,37.13,494.39,8.65,1147.86,4559319,97,361,57,26,541,1
2018-01-01,2018,1,January,Tiruchirappalli,41.49,34.59,8.03,12.87,447.37,5.34,610.6,1184659,73,269,45,19,406,1
2018-02-01,2018,2,February,Tiruchirappalli,40.17,26.77,7.21,10.81,214.46,6.93,721.17,1595589,40,150,25,12,227,1
2018-03-01,2018,3,March,Tiruchirappalli,35.13,35.32,7.09,20.1,152.88,4.36,1132.64,585395,53,214,27,17,311,1
2018-04-01,2018,4,April,Tiruchirappalli,71.13,24.58,8.11,14.71,303.74,6.62,1074.48,2495457,63,220,30,16,329,1
2018-05-01,2018,5,May,Tiruchirappalli,70.51,28.33,7.8,1.39,186.33,5.76,743.48,2521363,47,177,32,15,271,1
2018-06-01,2018,6,June,Tiruchirappalli,114.07,30.75,7.86,12.5,396.53,5.91,504.52,533734,66,252,36,22,376,1
2018-07-01,2018,7,July,Tiruchirappalli,178.16,37.02,7.45,21.94,587.13,4.49,432.08,4189638,86,316,54,29,485,1
2018-08-01,2018,8,August,Tiruchirappalli,150.96,36.42,8.24,24.57,22.85,6.88,986.58,4178588,59,220,29,14,322,1
2018-09-01,2018,9,September,Tiruchirappalli,106.83,37.07,6.99,6.32,366.06,8.72,203.83,2654327,65,252,36,16,369,1
2018-10-01,2018,10,October,Tiruchirappalli,292.55,36.07,7.3,44.77,611.25,4.37,1192.83,1882212,101,361,63,36,561,1
2018-11-01,2018,11,November,Tiruchirappalli,193.55,37.48,6.6,9.47,823.65,6.33,263.19,2781696,93,329,56,29,507,1
2018-12-01,2018,12,December,Tiruchirappalli,286.01,31.84,7.4,28.18,237.87,5.44,711.34,694243,71,259,39,23,392,1
2019-01-01,2019,1,January,Tiruchirappalli,61.58,30.35,8.48,2.31,177.51,6.41,703.13,4684251,46,183,31,11,271,1
2019-02-01,2019,2,February,Tiruchirappalli,66.36,35.91,7.47,20.82,151.75,5.99,516.91,3036015,54,211,38,13,316,1
2019-03-01,2019,3,March,Tiruchirappalli,46.88,24.8,6.45,6.27,232.18,6.17,999.69,4283112,42,159,34,12,247,1
2019-04-01,2019,4,April,Tiruchirappalli,64.18,24.73,6.23,20.09,238.57,4.65,435.57,4207957,54,197,34,19,304,1
2019-05-01,2019,5,May,Tiruchirappalli,66.01,37.05,7.97,18.94,117.05,4.3,717.6,1839083,55,207,28,16,306,1
2019-06-01,2019,6,June,Tiruchirappalli,126.51,28.52,8.35,12.64,253.69,4.53,870.45,3449908,51,187,30,15,283,1
2019-07-01,2019,7,July,Tiruchirappalli,141.73,28.63,8.13,10.97,329.88,6.01,1055.08,1693582,61,231,34,15,341,1
2019-08-01,2019,8,August,Tiruchirappalli,92.87,31.11,7.89,32.25,408.95,5.85,426.15,3658546,87,312,44,26,469,1
2019-09-01,2019,9,September,Tiruchirappalli,165.82,28.41,6.9,6.05,171.58,6.14,932.84,2091711,45,183,33,12,273,1
2019-10-01,2019,10,October,Tiruchirappalli,195.16,30.8,7.82,3.09,8.8,4.38,735.66,4534941,40,153,24,11,228,1
2019-11-01,2019,11,November,Tiruchirappalli,239.55,26.09,7.37,21.7,810.68,8.65,583.57,4710608,124,441,65,30,660,1
2019-12-01,2019,12,December,Tiruchirappalli,230.01,29.9,6.73,10.42,34.01,7.22,462.51,3904629,32,125,25,10,192,1
2020-01-01,2020,1,January,Tiruchirappalli,43.81,29.82,8.45,5.81,107.68,5.46,372.76,2472871,43,157,26,14,240,1
2020-02-01,2020,2,February,Tiruchirappalli,66.85,36.12,6.6,21.41,438.92,6.75,856.18,3577195,73,260,49,24,406,1
2020-03-01,2020,3,March,Tiruchirappalli,45.81,26.22,6.32,11.7,24.67,6.85,582.73,4627436,27,107,21,13,168,1
2020-04-01,2020,4,April,Tiruchirappalli,49.64,34.69,6.51,6.49,441.25,4.1,952.73,1196362,61,241,38,22,362,1
2020-05-01,2020,5,May,Tiruchirappalli,47.85,33.48,7.82,23.94,265.67,6.0,1153.7,3753965,73,284,38,21,416,1
2020-06-01,2020,6,June,Tiruchirappalli,103.87,32.42,6.34,14.2,355.3,6.18,948.67,755539,71,266,35,22,394,1
2020-07-01,2020,7,July,Tiruchirappalli,144.39,37.09,8.12,27.59,197.09,6.15,670.71,2553902,56,201,38,21,316,1
2020-08-01,2020,8,August,Tiruchirappalli,187.55,29.66,7.25,23.32,533.55,5.18,861.35,2959730,87,318,47,29,481,1
2020-09-01,2020,9,September,Tiruchirappalli,80.03,27.38,6.68,9.12,523.84,5.4,391.52,2034230,64,236,48,21,369,1
2020-10-01,2020,10,October,Tiruchirappalli,373.55,27.19,7.9,15.18,772.88,7.5,601.81,1060846,98,346,55,32,531,1
2020-11-01,2020,11,November,Tiruchirappalli,152.35,35.32,6.8,29.28,408.79,8.32,1116.96,3566461,76,285,50,24,435,1
2020-12-01,2020,12,December,Tiruchirappalli,297.7,31.08,6.24,42.1,70.49,7.44,985.01,2071853,60,236,41,20,357,1
2021-01-01,2021,1,January,Tiruchirappalli,46.91,37.02,7.31,12.77,59.87,8.01,446.97,3368921,48,193,29,15,285,1
2021-02-01,2021,2,February,Tiruchirappalli,52.07,24.48,7.34,4.72,91.46,5.83,632.44,1039203,33,124,18,10,185,1
2021-03-01,2021,3,March,Tiruchirappalli,50.18,32.92,7.48,18.72,167.8,7.83,632.77,3952097,52,194,34,14,294,1
2021-04-01,2021,4,April,Tiruchirappalli,53.3,28.34,6.4,3.18,461.61,7.45,327.1,4825001,72,280,35,22,409,1
2021-05-01,2021,5,May,Tiruchirappalli,26.56,36.46,6.22,5.83,479.51,7.07,461.67,3011902,71,257,46,22,396,1
2021-06-01,2021,6,June,Tiruchirappalli,129.91,34.08,8.31,14.03,124.33,6.59,1108.08,3598350,46,189,32,18,285,1
2021-07-01,2021,7,July,Tiruchirappalli,172.75,30.89,8.0,19.52,53.58,7.83,269.8,1299288,47,181,31,12,271,1
2021-08-01,2021,8,August,Tiruchirappalli,135.3,33.4,6.57,16.48,480.05,8.33,826.26,3994585,81,303,44,22,450,1
2021-09-01,2021,9,September,Tiruchirappalli,192.03,34.08,7.93,8.13,287.98,7.09,969.97,2405888,54,210,33,21,318,1
2021-10-01,2021,10,October,Tiruchirappalli,355.69,31.26,7.26,15.38,522.87,7.65,610.93,1844091,84,302,56,28,470,1
2021-11-01,2021,11,November,Tiruchirappalli,364.94,30.42,6.8,12.24,434.71,8.43,578.35,4458905,73,267,49,22,411,1
2021-12-01,2021,12,December,Tiruchirappalli,202.63,31.02,6.74,19.49,702.08,7.86,428.1,1996030,92,346,59,27,524,1
2022-01-01,2022,1,January,Tiruchirappalli,27.83,36.8,6.46,19.18,378.77,8.05,1086.62,1446984,71,255,41,19,386,1
2022-02-01,2022,2,February,Tiruchirappalli,61.4,32.9,8.21,2.99,457.54,5.47,690.69,2160102,67,259,41,18,385,1
2022-03-01,2022,3,March,Tiruchirappalli,21.95,27.74,7.37,4.54,305.83,6.83,914.7,1378835,52,206,37,15,310,1
2022-04-01,2022,4,April,Tiruchirappalli,31.16,36.53,8.44,21.62,55.01,8.74,623.36,4266176,48,177,32,12,269,1
